Plaintext,Ciphertext,Algorithm
EccoWo8j93iGuuyWOQzbGWsFbQTSAJecmLcnoLFawSfL4xG51kznjIa6OVNsrJxGyk1mWMqvmu5qzhPsCbCM9PQGXznlhcyZgV73nmWKVVt1SRn4L0txDdPOoK44,hffrzr8m93ljxxbzrtcejzvietwvdmhfpofqroidzvio4aj51ncqmld6ryqvumajbn1pzptypx5tcksvfefp9stjacqokfbcjy73qpznyyw1vuq4o0waggsrrn44,Compressocrat
zMWk6FEJMsYQ28peNg4a2bNd2a8r7atCyUK9kgdxnPmBV4xerAPbtXc5htjqD774Z6nh6OV8RYb477ElahfUpD34LSJrrbSKEeUSjnezRybcFB1DAlaK5cQe9X4rTsUEmZrbQr93mpS,cpzn6ihmpvbt28shqj4d2eqg2d8u7dwfbxn9njgaqspey4ahudsewaf5kwmtg774c6qk6ry8ube477hodkixsg34ovmuuevnhhxvmqhcubefie1gdodn5fth9a4uwvxhpcuetu93psv,Compressocrat
0EIkxQ5xUJIjuVOwAlLzxDwXsj0RW4FRIAx9BfMq4iv7wPDCWI3Rk4cvG63OjMvIO1Vk2ZKi0Yn0Szf0A4hGIcHgKaq7JQ8kVoRTYvFhuU1ZxJ7zHQ0zoKwVASWgoOPDj1S5WmTa5YG,5wsAvRjZfgVU0gW xVwR4I3kSc8hHSS kuDFqW6V0IQFzA1GEIzWfDvOYh7YJwD5Ul09w4viAaRZoOT QOXIi3O2zHkuQW5 0JLRBPcI04qTxKPaIjx4MCG1nGJv7VjYxAjx7kMK0Ko1zom ,Complete Columnar Transposition
Og80mbbbshnl0XReeqC8hB8wQzaSMtvyxntBNL6EONLcRFcFuwbqSE3ZyWIXgBSLN4w8RFbyc9FW5fEqIffpU1TO7gDyVvpMEcutJXT2CnNAgaRiL3RXb7GCeGlDrSKyZ7IPUdqLhSHFl5Cs,rj80peeevkqo0auhhtf8ke8ztcdvpwybaqweqo6hrqofuifixzetvh3cbzlajevoq4z8uiebf9iz5ihtliisx1wr7jgbyysphfxwmaw2fqqdjdulo3uae7jfhjoguvnbc7lsxgtokvkio5fv,Compressocrat
ayXVZP5lXyctlov3RL2FoTCZS86hgkiiV8MKbCFxYSBbTH5SxOIgAEcrBJSBeefq48QwEzG6p674ihbkfKlQmCQIxJqEeYQlLAhJcomjtiVSzaxdGYahHQrLHat4Z,acoiYIeGfqcxHXlCVBAfplemGtZvSMTc47mQtaZX2gFxSEbxhzr yFkxOBzkJJaL ytTiSge6KEoda5R6b5BQiQLVH lLhCSJwhIASQ VoZ8bEq6QYjY4P38KHr84Clih ,Complete Columnar Transposition
lyJOOI2ZejQi2Gj3WeEGeKkpOWA1Ox8o0qAdWBc3uXzbmQU7xzCM13oV6iEN8YG4AP3WOkpMHsFXeBMbAeJfT5XjXPcxrzrDPZ6vt1IMu6t28EGFyW31,obmrrl2chmtl2jm3zhhjhnnsrzd1ra8r0tdgzef3xaceptx7acfp13ry6lhq8bj4ds3zrnspkviahepedhmiw5amasfaucugsc6yw1lpx6w28hjibz31,Compressocrat
MGou75u6pKmwtm0vHRArqMBQQmXN4YiZXSsmRRxTIJunZDLHlhUU4sOpnMYO1vl4PZFxpzETr7KDIvjqMeqh9y0JzaemZ7q7FD7JL0rGKAmrdBOFMgEByuhilhxWZdc2,50QXJUOpv07Kgx utMiTlMFD97rFl MKANRDO4reeJduc6Hmsn4vEqzDmBZ owqYxHnZKhZ0Oi uvQSuU1zjJFAEW pRXmZslTMa7ryd Gmr4RLpP7qmLBh27mBZIhYxIyqGMh ,Complete Columnar Transposition
5QKdahvNUrsBpooNMKWr7Jw1pjbJLuWokZ90ynINb9kfKVNrZFhgp2AopDNk5l6orgapQtBL3M2yCnog2fATCCjV4y2NWybIWrn4RFBY4HvubFGN,UwyhroWv 5oLkpBCn v79Z6C24 pbbAQAWG spIpa2bb BjN2pfIF aWkN524B QNufDLC4 KMWKN3jR hrZrlyyY dKoVkMVF r1ngggyu NJ0FonNH oJ9otTrN ,Complete Columnar Transposition
wzrpTs5oyM4E9bR7KpPSeCTZbyKwxybFBUC6BfBqworx6qEkko2LPHMHZm2cyxdWofT6kfNSJdqfH7qCjsj2Br36loAtkHeo3fNdKPYY3938VlsJE8B5kpbZ9mMTeeXgr0,pbZUxHWd2HY8T w4ebw2yNjAKs9 s7y6qHffro95e 5KKBEZTH333kX MSyqocfCodlZ0 r9TBrPdJjkYEM TRbC6MoqBe3Be opwfkm676f8pg zECFoLxSstPJm yPxBk2kqlNVbr ,Complete Columnar Transposition
u2kXrG0bGG5dzikdEj2ip3M1xKYrDpDlThTpkOMWceyiasDHZFRWzJIUz4HD9P8HwYMKT1VzWqH7AkG2FiZcneMx1thM5AyytxbuFmWbnBXOWj,x2nauj0ejj5gclnghm2ls3p1anbugsgowkwsnrpzfhbldvgkciuzcmlxc4kg9s8kzbpnw1ycztk7dnj2ilcfqhpa1wkp5dbbwaexipzeqearzm,Compressocrat
TDx4nDiA9dp8j5O7gsxdwD6y4P3BeMsw0GJEc732Eewvmt7GkagjVTJrdbGnOHxbCzvZNDwNusxdZHLh4CWFBWGcQXJUVKGe9j70yvQTCUUOrjjW6mfNyrzoccta9imAKmAZ04jBJKq,ise2gHuFGUyAqdwwwTCdGjroA n737knwCVTfiJAxMEjxsBeUrK 4OPcGGD4UQm9BDgB3aONWKCNmK9dseVbxW9Ozm pD0vJzZc7jcZ x54E7bNhJv6ajDjyJtdZLXyWt4T86GmrvHQ0jc0,Complete Columnar Transposition
hfQDZ5vNUx2E99qKJJ450VvOQuHjQR1TLHRrZMX5po0bBErv8GtFUzd8LtZ3qg0jJo2Yo49pD5j7gSIGxAVzAKvtfpkNE87QeXu74dBz0BjAEbv8xhtpF4F79zLnzB2pspNZkvkMuLy2f,kitgc5yqxa2h99tnmm450yyrtxkmtu1wokuucpa5sr0eehuy8jwixcg8owc3tj0mmr2br49sg5m7jvljadycdnywisnqh87thax74gec0emdhey8akwsi4i79coqce2svsqcnynpxob2i,Compressocrat
7YZSPjdaElcis1xRR60SwQKfck5tvgcLfcNa07mYk5z0FgrLsN1He1NsieDM2qkPXSGgFMoSscz2vQkSEZCw8GtsPT0zAZ7pY2tQunpDjTjcfdL4hjg,1v0DcPD stzessp 7Rcg220TckksoGu dQ0HGZY4aK7egC2hEfm1FwtjS0csPkZflcYNM8Qgjwa1SEpLPSNNXS7dYRLrqvzji55iStn xgFMzTj Z6fLkQAc,Complete Columnar Transposition
Pcxkzmwedc12Zqyl0FDQ9zYT3uCi0uV9TBQu96WK3Sla3Yk9qAfF4vjc4ipGMF9r6mUlAcXaOxTvZNxvagEX0GmnjvRQ2VVGrHz4HLN7NmBX8UZcD9ULJsIWDcsvbALO9YeE14A7D64M,sfancpzhgf12ctbo0igt9cbw3xfl0xy9wetx96zn3vod3bn9tdii4ymf4lsjpi9u6pxodfadrawycqaydjha0jpqmyut2yyjukc4koq7qpea8xcfg9xomvlzgfvyedor9bhh14d7g64p,Compressocrat
aHoco80CpzaBd9eZZrI05I8AbG38UYXOYtXMQdFLnIQJsXh2p7yJUvlIPmaRBfvPp8Ebgi7VUqkQsQqAk5BnUkxgW7stISJOeej3h27a9peXXYW8r9lhWCvhGX1XID,dkrfr80fscdeg9hccul05l8dej38xbarbwaptgioqltmvak2s7bmxyolspdueiyss8hejl7yxtntvttdn5eqxnajz7vwlvmrhhm3k27d9shaabz8u9okzfykja1alg,Compressocrat
I8qUb66NZYXfekjvkH0SImE7WOwbv2yYWBgZGXZznkmNOEXLVSeVo1Q76XFJXDyuPxm5ccCmaKwbQ7xPvAV1au3Dfi1gMHJXhLiEFJJUWvhNZcY1OuptI0Bsc2,l8txe66qcbaihnmynk0vlph7zrzey2bbzejcjaccqnpqrhaoyvhyr1t76aimagbxsap5fffpdnzet7asydy1dx3gil1jpkmakolhimmxzykqcfb1rxswl0evf2,Compressocrat
eHxeFtVtAbbsulTf3i7HMM2gxhgqXvu4hlKnLZfodrt1WJWI62fZTJ7K3SIt6JQtg5zW7ct64AfQvrVdieg88Lag5EcEZxzIgqkL8J5YpfvklP6KS3gOZbEnUTikV903RGpAaRH4,hkahiwywdeevxowi3l7kpp2jakjtayx4konqocirguw1zmzl62icwm7n3vlw6mtwj5cz7fw64dityuyglhj88odj5hfhcacljtno8m5bsiynos6nv3jrcehqxwlny903ujsdduk4,Compressocrat
zLA6LsrpN24hTAqPMFahzLmVqSiKl0PLh9QpiTcopVcUeRzi9nr9hKaPnTh1SaAgvnCjjUPYh3xuAyQHRrCQm2Ojnywm3Q28QpFF8rBdqaBDkdY41dVDHs,sMKcnSYCQqDNhPVhgx2QD zhm9ePCynFY6qSiihURmBd2zLcKvuOpk 4LhUanAjFd pa0p9A3m8BsAAqpzTjHwr1LPiT91Pr3dVLTVQRnjQy84rFlorahQ2aH,Complete Columnar Transposition
DwtPoCmS3r1E9yrkEoC5ibXpPFyo8JGP7jhrUxHqSgr3QHZtVzbeK94gp5sqZpW9Q7J2NKZ7H6lOFHaj9buXSXJAKvaEmlgUtUWBqSZrLmOzQ19MKKwgyENm4puc2vwEWpIvFoB9JbSegK5ioA3,t1CyhrbsJluaWOwuIS3wroFjgz576bvUmKppbACybJxH9pKHXlS1EvoK D3EP7SVpQH9KtLK4WJoo9i8UQKZNFSmqQy2Fg mrXGHZ4WZaJgZ9NwB5 SkpPqtg97jAUrMmE9i PE5or3eq2OXEBzgcve ,Complete Columnar Transposition
Vnnxgcqa6LAhrPL4C5nfv7pNhfZqYMIVO8WpcESrIkQWSUa71F0nYA4vgfGLo7KraBSw7wWCJSkbVgOKbQrml0koVcUlm0nmisDdQCoNichU6UnxOW4Wt1RBjSe1,gLhWS4aklni4 xPN8WArSm0NW1c4fpUvBb0mcW 6nYS1G7OVD6R LfMrFLwKcdUB nrpOQYKJrmoOenh7Vkn7CQlCxSVAvII0oWbUQnjqCZcagSVkiht a5qE7fwgosU1 ,Complete Columnar Transposition
WknejAgBoS0krTHTJ4RH857L596Lv4Ck1MIQKn9CBlN1YCruqMn7UZX1bmzsyXID7f3LhYSi5doVSI82hJEz6PLTV0idHlI4oZip6dG2MI4epIJfvHI,znqhmdjerv0nuwkwm4uk857o596oy4fn1pltnq9feoq1bfuxtpq7xca1epcvbalg7i3okbvl5gryvl82kmhc6sowy0lgkol4rcls6gj2pl4hslmiykl,Compressocrat
iZYoSOfHjNCeBUOIfVWuDkRr2vbcWaXbXQSb3ZUbfukWVZOLffSmE8ZgCY5IPxdYOV9MbUjwuyRhY6GPsWsqkfI0jMQKIEsFH6Xejl0WsGNYcuyEcGBDbcMdaQq,lcbrvrikmqfhexrliyzxgnuu2yefzdaeatve3cxeixnzycroiivph8cjfb5lsagbry9pexmzxbukb6jsvzvtnil0mptnlhvik6ahmo0zvjqbfxbhfjegefpgdtt,Compressocrat
KhpAjZrGouxQdxt0kYKyUcJTcOEdAnpAM2NJDNwYbXNXO8827HliedrZd7h3zq1Hh4J6HVaqOUq92PlJ8EF47pHmyTWmHPezrpjRejSzNRsUkHKPQQUtAtkbp4AWTixUU2HBng,nksdmcujrxatgaw0nbnbxfmwfrhgdqsdp2qmgqzbeaqar8827kolhgucg7k3ct1kk4m6kydtrxt92som8hi47skpbwzpkshcusmuhmvcquvxnknsttxwdwnes4dzwlaxx2keqj,Compressocrat
lzYoURxvIRlsm936UbQfEytAYr3sGK90HG66bXoUgxpJSGHl1rvUiDN1SdRSvcsROd2spn6nnW0wm1HqLu4ThzUoZjZgfgTMDHDU4YhIdMmpLfOR,lyHJNdmoDf RE0pDOwUHL U63X1S6ufI lstGS121ZUOzmA6GSsHj4RIf9xiR0zDp RUsorvn4gd xbGUvcnTTM Y9Y6HdpqZY o3rblRnLgh vQKgUsWhMm ,Complete Columnar Transposition
6WNWGFW9uygD9G2AXJU3H5aa6ln0bZbLgvXAhJi1MH7apSyvEOSFqUs0Mh9U6A6a4NRnzxNYwi4detMeZh3HOXKsgIsoozHEv1bLiWAmk0Uk8nMMGje,WJb1SAwHH0 W9aXSMnMIiMyHL7U4dK18 NG6AyhzesWGg5gasNesbn 6Davp0RtgLMW2lhv9xZoAju3bHqa4Xvk FX0iO6Y3zk GAnJEUNhome9UZMF6iOEU ,Complete Columnar Transposition
IA8Vc1xObXYvpF7zBB9YVcHSghViBX2b8c8m3dH4nxyz4Mf03WbyjRDeu8Vng8lXnq5vwd0BGJlBKgFO2FBWJP5jNnH1qsV9chpt5JaYHCXmvtpE3Q6JV5HiAcnoPxNUhdgQxCSSbM0dGxK,ld8yf1areabysi7cee9byfkvjkylea2e8f8p3gk4qabc4pi03zebmughx8yqj8oaqt5yzg0ejmoenjir2iezms5mqqk1tvy9fksw5mdbkfapywsh3t6my5kldfqrsaqxkgjtafvvep0gjan,Compressocrat
TKN8OAXNKZy3XQs1JPMWMVURRW2Df4HsjIYxLyO8KpjvKgsbXG4tKNY2m9l4mgl1XZ0osXjXBzKJ98dANSbJEjzOhDWA5bPClVntJ8UoHMouQQM6xPp58HiQ5JWb10s0a5w9A4Qhj5SKNBvbJZ2Y,wnq8rdaqncb3atv1mspzpyxuuz2gi4kvmlbaobr8nsmynjveaj4wnqb2p9o4pjo1ac0rvamaecnm98gdqvemhmcrkgzd5esfoyqwm8xrkprxttp6ass58klt5mze10v0d5z9d4tkm5vnqeyemc2b,Compressocrat
AOe71naJEZBgR1R4jXmZHuKv7Whq1mXrzIjpLYXt2GrO5c2b19kEWoaaQ2GBMz64yedh1WyGmefQm0Nv002bd8eyHdNPrfsOMe2VudDAXl3OHm3L8CPAOjdUxoOrrb5FCCMs,ZvYEevfOo Rh2a12M3r 7XrcBeydACB7XWd0sHO 1mz2MfHDOMO4mO2G8VCFnZIbzQdAjsEKLkyNr3x aHj16mNXd 1qGaWbeLb Jup940PlU gWtoh0Omr AR1rQyd285ejX5GmeuPC,Complete Columnar Transposition
UO0E7y7dkKS7MeXXqbz7HRIqemmmDof7i97uwT7kmw69zgDI7fDan256kRgfMkayhoWBp0GQuiDFIKwyhmnCe5QIstqLdU9k3Ludj3zsGc0gBrsdpCnRq1gzEIg7j5DVYFQGk6lea1kOf,xr0h7b7gnnv7phaatec7kulthpppgri7l97xzw7npz69cjgl7igdq256nujipndbkrzes0jtxlgilnzbkpqfh5tlvwtogx9n3oxgm3cvjf0jeuvgsfqut1jchlj7m5gybitjn6ohd1nri,Compressocrat
WB30o30Ip4h2GlIRuAbvoKWC9VbFYSLIUOBzR7hDESdz38Fp5zHXZj3YaxWayIjfQ1kloOwuRkfzR3QxaXvIC7gRqzKjUeHPX7leKiuKzDWM9cJLIXRrpBNMIsYI,ze30r30ls4k2joluxdeyrnzf9yeibvolxrecu7kghvgc38is5ckacm3bdazdblmit1norrzxunicu3tadaylf7jutcnmxhksa7ohnlxncgzp9fmolauuseqplvbl,Compressocrat
TSqGsPit4Mv2VNGJOePfswCOIGD9ZW6cSPCfw7lp5IzCyEmIXQlb7NCryXe9NeUOQDFNIFyIj2NK6BGFT2j11iuHKmFVcYPIuRHazPlROYpxdSr4bQ53xWyyUNvRDKcbRhkr5IlXVv2xrql7HzDL,twfQOBVYyILTGZzyy1HbcrisCXU6FOy5D4CwlQGcpUl vIl7FTPdvV SJWCXIiaQbq2GpNN2ISRv N9IrF1R4Kx VD5CIjurD2 sPSmNNKlxkHMO7bDFYxNX PfPIeKmRWrzqO6yejuz5RlGecE92HP3h7,Complete Columnar Transposition
957K7gvzkqfRR6ulIWvU7El68vyk9Kkz8Lo3SovHMYRxgo38GgJTzxxb8PFHq9y82JubNuWFXRs0qoamtONh4R5G0Ke71h6EMEkdmH1TvLprYcf1xnztfusDgu0umgnUlxN4n0AEU28HgpZB,957n7jycntiuu6xolzyx7ho68ybn9nnc8or3vrykpbuajr38jjmwcaae8sikt9b82mxeqxziauv0trdpwrqk4u5j0nh71k6hphngpk1wyosubfi1aqcwixvgjx0xpjqxoaq4q0dhx28kjsce,Compressocrat
H8hSLHEJdMU1iWEarxip2GHJ2Xwzk4i7vJZ6ZXBAd9u3XLGAYWCICrt3kiFTvGvV5QrIOvULB9xY3uYT1NslGit9N6h9fZSBvbi72a4ccjZtxOoLP4oe9piP4040hZu3uenauvEcHnOOBJVlRgsts,HEkukUGiPuB8a43iLi743JLivGvxN49nR1XArINBO0n HpJAGY6cpagWz93vlbLZO dHZC5YfZ4EsSx7LT99aeelU2BCr1Sx4H hriXFBt2ouVJG6WVu9jPvtiwdtOsvohO MJXIQTZt0c E2ZYv3hcius,Complete Columnar Transposition
ix2GVTk6xsn89eHnZ0lTIZ0gVim1eimMj41PaOtNfdyVa4fHpAqFknTJDwbIkXEzHTfQDlYl5wEDuqVxJOrEiyj3K8cujNfG0X2QVDy5QJpUgz,la2jywn6avq89hkqc0owlc0jylp1hlppm41sdrwqigbyd4iksdtinqwmgzelnahckwitgobo5zhgxtyamruhlbm3n8fxmqij0a2tygb5tmsxjc,Compressocrat
mCYTUn7KPL9l917bulljK9K6NnVA4k9gUBZuQ2LeOtpJJjp5kuPxS9pYK25InuJ8trAhFUPDVV4FokZzsp8bKvq3qKZ8XFNTUhl5CM023LCalKlCekdvpQ5MDWH,pfbwxq7nso9o917exoomn9n6qqyd4n9jxecxt2ohrwsmmms5nxsav9sbn25lqxm8wudkixsgyy4irnccvs8enyt3tnc8aiqwxko5fp023ofdonofhngyst5pgzk,Compressocrat
Jmlc4cqWJFMZ8R4DHGG3KCwRnSVUT4xQGwlpOIz7dZ17WY0Xcmbrtp7yPf0K2YKuhDew13k9n3UK573fbXjPKkX7U8LVwQbftmErP3VGmdN0m6aKA,qCOreXtK8U1fn7V cKpbDbfa43lmhfb6JRzp1PE JDxY2KLdRT703UG lGGXK7w0ZVZP9X3 44WKU8m WwItwjmAFn773Kr MSdykkP cGwcu3QmmHQ0Y5VN,Complete Columnar Transposition
3R7S9DADWQidhMXVRfhhyzgi6lchNUcCiUvQV7HWC7pm7NVUncsKmByvnIaQlDP4QZtXHgjWYslgfsbYJRzOHi7v3aKQuijMsyib10LmS2x9wUy1YeZVV,DViCWUv4WYvMm1 RQflU7cIZsRay2e3WR6iCnnQYJ3sSY7ihcvpsatlzKixZ9hyNV7mlHfHu1wVAXgcHVyPjb7jLy DMzU7NBDgsii0U SdhhQmKQXgOQb9V,Complete Columnar Transposition
oDhjrmB7wJuIxytW7in2bq8e4VXjbjE7dBhxNkEoJFrdkMNdCUU9fBB3LbAoii3sHP85gvuq83k04ROPaoST3scpdhbNx65z9FK6XOCxB5YtNexCLRXw,mn7kbuT9eJ8xCikpXRwqhdi3c6LueNU30dOXDtjJB8Px5oyXofPONBI4kUs4hCw7bBNo8sKCxVE9HRbx j7jr3go5thWbFB5a6YB2dMAq3FxriEdLvSzN,Complete Columnar Transposition
cJdXhZYGhcnbZ6VYAJogCzrW8fFkBHcIaHgZUQxCgjLb3UgvTdDfmGcACgpdDTovfd03sxH9rFtmZzlhTmbbKBlwI3HRwCBTBMqFbnhJavmQZ3XmMzk0Z,c8CcxKFkXoHTvlCZGrQm3bMMhWxGsbqznfgAHBb0cYcUDmHv6BbpFIJ ZCZDdTTXJAIgTZRmdJavozwQbFjC9lnZZkLgrwh YzUf0mBmhggdfhB3VH3dt3a ,Complete Columnar Transposition
drzABgt9vOLbWeYhdCLFQDh6qcbVPqLpIX8Je0TKWS2TOSrKaupQTeuYlcqNMGcZLtP1M0F76zYMHFOoPemDLCRh0AyMJVsgA6y9gjnFs8dFEKrp,gucdejw9yroezhbkgfoitgk6tfeystosla8mh0wnzv2wrvundxstwhxboftqpjfcows1p0i76cbpkirrshpgofuk0dbpmyvjd6b9jmqiv8gihnus,Compressocrat
eT06qk4B29QibnDdGD05I2kgfAd1kQQQbOZQOqg2757I8ZfpxRSWNKGMG4XLC5j5hfC9bU1IGOL9s7QGb002eI7z5qtIikWhC844wHGV7oKCGx,TGQf5sIKBkqN908 b174GzG kIQSfbh id5GI7H 42OWC0C 60Ox5QkG9f2GUe4 q5ZRhGWxQA7M1Iw nkIXO5V 0Dbpj7iC2ggKb24 edQZC9toDQ8LLq7 ,Complete Columnar Transposition
yKftMzfWPQf7kG5FR0LrYkMQBJ5GjDUWzL8Q72EQOdrcLwoThq5YfYLBhwBcF5JPplFsR5ZSJJovUywgX7DLZ2ZQQPzlsOc4M7ASOs1NyyIpUq7NBbrCGtjeCa,bniwpcizsti7nj5iu0oubnptem5jmgxzco8t72htrgufozrwkt5biboekzefi5mssoivu5cvmmryxbzja7goc2cttscovrf4p7dvrv1qbblsxt7qeeufjwmhfd,Compressocrat
IIiaG9K9YXorIzISGoNc4BiqzEjWHCMKeBbN1eften1hL5WUpwQWMO0k03nTAgonEUA5avlpc6quJGgzvX1Sb6kx69rWtFjqhNgBuPc3mSsrbYKAz2eEWVE567VeXHi,iIjfQoqkgKV9oCnOUG9P2HIzEewg66NY7aSWtWnuxBAe9cKhk5zW3E KNM10AgrceiGGHeMEJ6uzXIIz1pAcbhb6oibWnl1jsE rqNUTpSqr5 Y4eL0avtmW XBB53vXFSV ,Complete Columnar Transposition
fCrAH2gYo1uNl6zOy8qIBNQINZ6pSLzSNJCt7GyKtS53fuvLquZQdhhNiUMRld2RXExpS7y4ScwheEfBRUdo1MIWXJZznAupATPigGLquxMdyFadbMPPKtZitHLqlds,NZKhpUpFq 2IJLdhJqt COL3U4MiM ryzfMSIgP fzS5iy1PbsYNtuREzxi A8SuRcWGP l6thSdAal 6pSN7oTdd 1IGQEBAdH oQ7ZXfnMt HqNvlwXLK uNydxRuyL gBCq2eZuZ ,Complete Columnar Transposition
0Y7tuB3xFWCvI5bKCY8tXu9omYGZMbBip2YxqZz4yYi2OlXAvSsdgzOvMMwo7daS7RBk2lhljsl9WZCB94ESQEtziWuNeybgflrTgfx62G09qI,u8pX7lix7CBOwjtgCmzgB9bqWoZdRBy9vY4zk4gIBt2Ad9W6tYiloszf3XYvaWu2xuxSSZNGYKb2MlETIGyO2Ef F9qs7Ce05ZYvlSl 0bMiMhQr,Complete Columnar Transposition
M48wC7Y5a7ZrCiTAYq2kOZBejUh6kdnHqoVW4EvoBwSLUy3WIdDJw0Okxq8GltihQJSWoGu4qxZW8rdcR8BqtPxsPDvVj3m24ehi8mj7TCsXINWVUFR8NU0fCC5XzWnpQsPPRVkFkbm31JIyRk,8rOdvWxJZqjmWfQb 4ZkkE3kQxBV8N0pkkwCZnoIqSWt3jVCsm YAjoSJlGds4CRXRJ CiBHBd8W8Pm7UCP3 M7264yOhq8viIUnFRaqhWU0i4RDhXNWky 7TeqwDGorx2TF5P1 5YUVLwtucPes8zVI ,Complete Columnar Transposition
qvTOmcyMYouUIG1jrN5ov2o4tac263SYOVgGeT3zCEGsG5e1Bwlrqq6Q9xqqBd0In0I4xSeEMNnCTYJgaPRPW6ZUQupPMhjID9GGQq3IVyZNKLBL,tywrpfbpbrxxlj1muq5ry2r4wdf263vbryjjhw3cfhjvj5h1ezoutt6t9atteg0lq0l4avhhpqqfwbmjdsusz6cxtxsspkmlg9jjtt3lybcqnoeo,Compressocrat
RiqyocZf3UMIV9yTqlri5n1JPoLCkHppKYgjhPQJFbz60k84KnlH3G7dTKJ7nkjhc0halol4abeSHyDByhc6bG1OMQ3J6ZRETyhaJf0smxyYfsd6Up5Js7uPpP8fLGWdYErAYWX2JP,iInpbHk4hJf6PA3rkQKJlDMhfuY ZqLh8ThH1TysWJRM5pFlnly3JdprqV1Kz3jac60U8YflCP4KayOyY7dPUiHJn7oBQasPE oyPg07cebRm5LXcTojkd0SGExJG2y9JY6Ghb6ZspfW,Complete Columnar Transposition
D1Wz6lax00r8v8VLyC1evb5ScBB5QyBrfea5Pz6xt3fTfT158osaZCIugzN076LrXNEcHNaxXJWmBAJmsJjyIUKKNzkyMDYaHoIBJJH5OKhEHRQ,0S6CHyI 6eaoXmYRVyf0WzO 8QTNJN5 rBtuaUJ z1e8rJDHx5zZcjo WCf5LAMEabPaEJH 8B3gxKJ DLBT7mkKlv5sNsaQ1yr16Byh0cxINIB v5fzXKH ,Complete Columnar Transposition
b8fiB4SWwD29OHKJ13lyatfJ2aW85Kx7i8eYDxvGu9hDFDsTfQViFsyMlYegIRZ1PJjrfMTLz8iBrlkjM8EvGLeCdZT464qUUxr6ig0JwRsxF11cuBXGia,89t79iRL84gciHJ8Ds18v4JBDyKGQgMjZ61 wl5vfefkdrF BK2eFyPiGqwXb2axuVITMTi1S1WDsljreUsiW38xTYrlCxxa4JaYDMJBLURGfOfihFZzE60u,Complete Columnar Transposition
zo7T5vAr8dDkn0ir23ElGk6JNu4U4YradfFHP860HlkSqTCpfiAey87I77YXxaEedYw8JPSW8dfhKxaNl2D4Zg0QfulBfV4cVxo803YCd0KimccDeZBLuRaa9Eq5S1Pf4GKYtJTuSsoZPjZKHDALJK,onJFT78au0DqJHrEYHeEdZcKR4Z DkdS7YKQoc9YZ dGak8dh0xmaKj zk6fqIwxf8cEtKTiuPpYPlBYZSuA8lrlyefgViaGP 5r48fXS2fCB1SL70NHC7JNl3e5TDv2U6ixWDVdLPsJA340Aa8440ufoK,Complete Columnar Transposition
mZtZIfn5XUXecqvcjwXJQNzoRleD5sn4YYUxCqHW40pv36jAHdz3rIBcVBCmLJoTq5t7IGmJt9luZoy6Z6O2tz6iIdvvdC0C7rTdzxCNvwfx9zknKlU0aMcI7v5XugcFOStUbQMg4og8,Xwex3IoJZdTxagM fvoY0zmIo6Cvl5U teQsHAV5l2dxkIOomUXDC6BTt6vd9McgZcNnWHBtutCCn7SgIqz44dC7Zz0NKvt8ncRYp3LGyi7wUXb 5jlUvrJm6Irf0uQ ZXJ5qjcq9OvzzcF4,Complete Columnar Transposition
ZsT8CRydRSlkObzTNx6ou067rS8fRla5fQilC5uYY5Kw39dak3AWZS6dfuhvn3U7l64w9ZPRRLqCO4NvcCsc91FgWCTm2iDMJd7wTVLRxPb6oQW1edazs9RNntXUanS5Lha,cvw8fubguvonrecwqa6rx067uv8iuod5itlof5xbb5nz39gdn3dzcv6gixkyq3x7o64z9csuuotfr4qyffvf91ijzfwp2lgpmg7zwyouase6rtz1hgdcv9uqqwaxdqv5okd,Compressocrat
N6g9oPv4NN5l9IwwWWp6xRKvjcxyecdA9FK8KaPbzKB8660JdeIyTCEqcXS5pEGrSRiT49nQmK2stLS9x3obazFDyW22kvuankOw1aeFnyuqi5zlsgDIqlLdOlQ8KSXjoYotv2geaVYcKcP55A1Rcw,4pczyGKaauloc PWyPepQovnIXVc9wcKJS9x2egKe15R98ERtDO5OtP 69vK6cTSW1lQ25gIj80X492as8gAowxad5n3kFDSaRvWebIEmbuyqjYwNxABCSsFkidoc N6dKTr2znqLYK NlKF6qiLywzlv5,Complete Columnar Transposition
zCoYiN7as5Rv976DvW4KJYICu2K3lfkLVLXBtkzco91pAQZ4lZa4SjDxwHleqDD4bSMia6ChfZw1koTWJalmBS9kgPYMUQkew66HYhHK6FUaRxKgBgXhGBnIxvJJfUL4uKVDSE,i6uXADbwBk6Xf s4lzllaTg6Rnu Y7CLpj4ZmQKgJE5KfcZe6WPHxIK o9IV1SDflUHBJSaW3k4Hiok6aB4 ND2BQxS1SeFhU zRJkoaqCJYYKxV7vKtZwMk9wUGL CvYL94DhaMhgvD,Complete Columnar Transposition
yM8jG6LE5lZGrv94t3dQgGikUWEkadlJnNsIiO71oiQ8jdqfrrFrPnUi7V3HVheA99xKMTmSaRiVOVaicOndr7TSjo2iiTCFw27iS4gpxTmc5XWiGfAv4dAqzmaR0dwTYMo71CDDwz5LgNIoi,bp8mj6oh5ocjuy94w3gtjjlnxzhndgomqqvllr71rlt8mgtiuuiusqxl7y3kykhd99anpwpvdulyrydlfrqgu7wvmr2llwfiz27lv4jsawpf5azljidy4gdtcpdu0gzwbpr71fggzc5ojqlrl,Compressocrat
